"TIME","GEO","UNIT","TENURE","C_BIRTH","SEX","AGE","Value","Flag and Footnotes"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over",":","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","37.0","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over",":","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","37.5","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Bulgaria","Percentage","Tenant","Foreign country","Males","18 years or over","65.1","u"
"2019","Bulgaria","Percentage","Tenant","Foreign country","Females","18 years or over","33.1",""
"2019","Bulgaria","Percentage","Tenant","Reporting country","Males","18 years or over","14.2",""
"2019","Bulgaria","Percentage","Tenant","Reporting country","Females","18 years or over","14.8",""
"2019","Czechia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","61.1",""
"2019","Czechia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","62.2",""
"2019","Czechia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","61.5",""
"2019","Czechia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","62.2",""
"2019","Czechia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","51.9",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","63.4",""
"2019","Czechia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","50.7",""
"2019","Czechia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","63.4",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Foreign country","Males","18 years or over","58.3",""
"2019","Czechia","Percentage","Owner","Foreign country","Females","18 years or over","62.7",""
"2019","Czechia","Percentage","Owner","Reporting country","Males","18 years or over","80.8",""
"2019","Czechia","Percentage","Owner","Reporting country","Females","18 years or over","78.9",""
"2019","Czechia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","38.9",""
"2019","Czechia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","37.8",""
"2019","Czechia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","38.5",""
"2019","Czechia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","37.8",""
"2019","Czechia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","48.1",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","36.6",""
"2019","Czechia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","49.3",""
"2019","Czechia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","36.6",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Foreign country","Males","18 years or over","41.7",""
"2019","Czechia","Percentage","Tenant","Foreign country","Females","18 years or over","37.3",""
"2019","Czechia","Percentage","Tenant","Reporting country","Males","18 years or over","19.2",""
"2019","Czechia","Percentage","Tenant","Reporting country","Females","18 years or over","21.1",""
"2019","Denmark","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","41.9",""
"2019","Denmark","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","48.6",""
"2019","Denmark","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","42.9",""
"2019","Denmark","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","49.4",""
"2019","Denmark","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","41.2",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","48.3",""
"2019","Denmark","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","40.3",""
"2019","Denmark","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","47.8",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Foreign country","Males","18 years or over","41.5",""
"2019","Denmark","Percentage","Owner","Foreign country","Females","18 years or over","48.4",""
"2019","Denmark","Percentage","Owner","Reporting country","Males","18 years or over","62.3",""
"2019","Denmark","Percentage","Owner","Reporting country","Females","18 years or over","56.8",""
"2019","Denmark","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","58.1",""
"2019","Denmark","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","51.4",""
"2019","Denmark","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","57.1",""
"2019","Denmark","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","50.6",""
"2019","Denmark","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","58.8",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","51.7",""
"2019","Denmark","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","59.7",""
"2019","Denmark","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","52.2",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Foreign country","Males","18 years or over","58.5",""
"2019","Denmark","Percentage","Tenant","Foreign country","Females","18 years or over","51.6",""
"2019","Denmark","Percentage","Tenant","Reporting country","Males","18 years or over","37.7",""
"2019","Denmark","Percentage","Tenant","Reporting country","Females","18 years or over","43.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","52.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","46.8",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","52.0",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","46.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","40.9",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","41.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","41.1",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","41.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Foreign country","Males","18 years or over","47.3",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Foreign country","Females","18 years or over","44.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Reporting country","Males","18 years or over","52.8",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Reporting country","Females","18 years or over","49.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","47.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","53.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","48.0",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","53.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","59.1",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","58.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","58.9",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","58.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Foreign country","Males","18 years or over","52.7",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Foreign country","Females","18 years or over","55.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Reporting country","Males","18 years or over","47.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Reporting country","Females","18 years or over","50.8",""
"2019","Estonia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","75.6","u"
"2019","Estonia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","80.7","u"
"2019","Estonia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","75.6","u"
"2019","Estonia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","80.7","u"
"2019","Estonia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","81.1",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","85.7",""
"2019","Estonia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","81.1",""
"2019","Estonia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","85.7",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Foreign country","Males","18 years or over","80.7",""
"2019","Estonia","Percentage","Owner","Foreign country","Females","18 years or over","85.5",""
"2019","Estonia","Percentage","Owner","Reporting country","Males","18 years or over","79.8",""
"2019","Estonia","Percentage","Owner","Reporting country","Females","18 years or over","81.5",""
"2019","Estonia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","24.4","u"
"2019","Estonia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","19.3","u"
"2019","Estonia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","24.4","u"
"2019","Estonia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","19.3","u"
"2019","Estonia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","18.9",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","14.3",""
"2019","Estonia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","18.9",""
"2019","Estonia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","14.3",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Foreign country","Males","18 years or over","19.3",""
"2019","Estonia","Percentage","Tenant","Foreign country","Females","18 years or over","14.5",""
"2019","Estonia","Percentage","Tenant","Reporting country","Males","18 years or over","20.2",""
"2019","Estonia","Percentage","Tenant","Reporting country","Females","18 years or over","18.5",""
"2019","Ireland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","21.6",""
"2019","Ireland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","22.2",""
"2019","Ireland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","47.0",""
"2019","Ireland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","41.9",""
"2019","Ireland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","57.0",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","52.6",""
"2019","Ireland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","31.1",""
"2019","Ireland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","36.8",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Foreign country","Males","18 years or over","42.3",""
"2019","Ireland","Percentage","Owner","Foreign country","Females","18 years or over","40.3",""
"2019","Ireland","Percentage","Owner","Reporting country","Males","18 years or over","80.2",""
"2019","Ireland","Percentage","Owner","Reporting country","Females","18 years or over","78.7",""
"2019","Ireland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","78.4",""
"2019","Ireland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","77.8",""
"2019","Ireland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","53.0",""
"2019","Ireland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","58.1",""
"2019","Ireland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","43.0",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","47.4",""
"2019","Ireland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","68.9",""
"2019","Ireland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","63.2",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Foreign country","Males","18 years or over","57.7",""
"2019","Ireland","Percentage","Tenant","Foreign country","Females","18 years or over","59.7",""
"2019","Ireland","Percentage","Tenant","Reporting country","Males","18 years or over","19.8",""
"2019","Ireland","Percentage","Tenant","Reporting country","Females","18 years or over","21.3",""
"2019","Greece","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","48.3",""
"2019","Greece","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","46.7",""
"2019","Greece","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","51.6",""
"2019","Greece","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","48.1",""
"2019","Greece","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","37.4",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","46.1",""
"2019","Greece","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","36.8",""
"2019","Greece","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","45.7",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Owner","Foreign country","Males","18 years or over","38.9",""
"2019","Greece","Percentage","Owner","Foreign country","Females","18 years or over","46.2",""
"2019","Greece","Percentage","Owner","Reporting country","Males","18 years or over","80.5",""
"2019","Greece","Percentage","Owner","Reporting country","Females","18 years or over","79.9",""
"2019","Greece","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","51.7",""
"2019","Greece","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","53.3",""
"2019","Greece","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","48.4",""
"2019","Greece","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","51.9",""
"2019","Greece","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","62.6",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","53.9",""
"2019","Greece","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","63.2",""
"2019","Greece","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","54.3",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Foreign country","Males","18 years or over","61.1",""
"2019","Greece","Percentage","Tenant","Foreign country","Females","18 years or over","53.8",""
"2019","Greece","Percentage","Tenant","Reporting country","Males","18 years or over","19.5",""
"2019","Greece","Percentage","Tenant","Reporting country","Females","18 years or over","20.1",""
"2019","Spain","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","35.8",""
"2019","Spain","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","44.2",""
"2019","Spain","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","41.8",""
"2019","Spain","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","47.6",""
"2019","Spain","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","26.8",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","32.2",""
"2019","Spain","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","24.6",""
"2019","Spain","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","31.0",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Owner","Foreign country","Males","18 years or over","28.7",""
"2019","Spain","Percentage","Owner","Foreign country","Females","18 years or over","34.7",""
"2019","Spain","Percentage","Owner","Reporting country","Males","18 years or over","84.1",""
"2019","Spain","Percentage","Owner","Reporting country","Females","18 years or over","85.2",""
"2019","Spain","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","64.2",""
"2019","Spain","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","55.8",""
"2019","Spain","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","58.2",""
"2019","Spain","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","52.4",""
"2019","Spain","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","73.2",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","67.8",""
"2019","Spain","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","75.4",""
"2019","Spain","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","69.0",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Foreign country","Males","18 years or over","71.3",""
"2019","Spain","Percentage","Tenant","Foreign country","Females","18 years or over","65.3",""
"2019","Spain","Percentage","Tenant","Reporting country","Males","18 years or over","15.9",""
"2019","Spain","Percentage","Tenant","Reporting country","Females","18 years or over","14.8",""
"2019","France","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","53.2",""
"2019","France","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","57.2",""
"2019","France","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","55.2",""
"2019","France","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","58.0",""
"2019","France","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","39.6",""
"2019","France","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","43.3",""
"2019","France","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","38.5",""
"2019","France","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","42.6",""
"2019","France","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Owner","Foreign country","Males","18 years or over","43.1",""
"2019","France","Percentage","Owner","Foreign country","Females","18 years or over","46.9",""
"2019","France","Percentage","Owner","Reporting country","Males","18 years or over","69.0",""
"2019","France","Percentage","Owner","Reporting country","Females","18 years or over","66.2",""
"2019","France","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","46.8",""
"2019","France","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","42.8",""
"2019","France","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","44.8",""
"2019","France","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","42.0",""
"2019","France","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","60.4",""
"2019","France","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","56.7",""
"2019","France","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","61.5",""
"2019","France","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","57.4",""
"2019","France","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Tenant","Foreign country","Males","18 years or over","56.9",""
"2019","France","Percentage","Tenant","Foreign country","Females","18 years or over","53.1",""
"2019","France","Percentage","Tenant","Reporting country","Males","18 years or over","31.0",""
"2019","France","Percentage","Tenant","Reporting country","Females","18 years or over","33.8",""
"2019","Croatia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","87.6",""
"2019","Croatia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","87.4",""
"2019","Croatia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","87.7",""
"2019","Croatia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","87.7",""
"2019","Croatia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Croatia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
