"TIME","GEO","UNIT","TENURE","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over",":","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","40.5","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over",":","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","41.1","u"
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Bulgaria","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Bulgaria","Percentage","Tenant","Foreign country","Males","18 years or over","59.5","u"
"2019","Bulgaria","Percentage","Tenant","Foreign country","Females","18 years or over","34.7","u"
"2019","Bulgaria","Percentage","Tenant","Reporting country","Males","18 years or over","14.2",""
"2019","Bulgaria","Percentage","Tenant","Reporting country","Females","18 years or over","14.9",""
"2019","Czechia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","48.7",""
"2019","Czechia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","53.8",""
"2019","Czechia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","49.8",""
"2019","Czechia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","53.8",""
"2019","Czechia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","46.3","u"
"2019","Czechia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","55.6",""
"2019","Czechia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","44.3","u"
"2019","Czechia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","55.6",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Owner","Foreign country","Males","18 years or over","47.8",""
"2019","Czechia","Percentage","Owner","Foreign country","Females","18 years or over","54.6",""
"2019","Czechia","Percentage","Owner","Reporting country","Males","18 years or over","80.6",""
"2019","Czechia","Percentage","Owner","Reporting country","Females","18 years or over","78.8",""
"2019","Czechia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","51.3",""
"2019","Czechia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","46.2",""
"2019","Czechia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","50.2",""
"2019","Czechia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","46.2",""
"2019","Czechia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","53.7","u"
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","44.4",""
"2019","Czechia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","55.7","u"
"2019","Czechia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","44.4",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Czechia","Percentage","Tenant","Foreign country","Males","18 years or over","52.2",""
"2019","Czechia","Percentage","Tenant","Foreign country","Females","18 years or over","45.4",""
"2019","Czechia","Percentage","Tenant","Reporting country","Males","18 years or over","19.4",""
"2019","Czechia","Percentage","Tenant","Reporting country","Females","18 years or over","21.2",""
"2019","Denmark","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","37.9",""
"2019","Denmark","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","43.7",""
"2019","Denmark","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","41.0",""
"2019","Denmark","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","44.4",""
"2019","Denmark","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","35.1",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","43.6",""
"2019","Denmark","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","31.3",""
"2019","Denmark","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","43.1",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Owner","Foreign country","Males","18 years or over","36.3",""
"2019","Denmark","Percentage","Owner","Foreign country","Females","18 years or over","43.7",""
"2019","Denmark","Percentage","Owner","Reporting country","Males","18 years or over","61.9",""
"2019","Denmark","Percentage","Owner","Reporting country","Females","18 years or over","56.8",""
"2019","Denmark","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","62.1",""
"2019","Denmark","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","56.3",""
"2019","Denmark","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","59.0",""
"2019","Denmark","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","55.6",""
"2019","Denmark","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","64.9",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","56.4",""
"2019","Denmark","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","68.7",""
"2019","Denmark","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","56.9",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Denmark","Percentage","Tenant","Foreign country","Males","18 years or over","63.7",""
"2019","Denmark","Percentage","Tenant","Foreign country","Females","18 years or over","56.3",""
"2019","Denmark","Percentage","Tenant","Reporting country","Males","18 years or over","38.1",""
"2019","Denmark","Percentage","Tenant","Reporting country","Females","18 years or over","43.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","41.7",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","40.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","41.3",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","40.8",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","29.1",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","32.1",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","29.0",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","31.7",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Foreign country","Males","18 years or over","36.6",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Foreign country","Females","18 years or over","36.8",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Reporting country","Males","18 years or over","52.9",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Owner","Reporting country","Females","18 years or over","49.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","58.3",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","59.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","58.7",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","59.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","70.9",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","67.9",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","71.0",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","68.3",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Foreign country","Males","18 years or over","63.4",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Foreign country","Females","18 years or over","63.2",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Reporting country","Males","18 years or over","47.1",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Tenant","Reporting country","Females","18 years or over","50.8",""
"2019","Estonia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","69.6","u"
"2019","Estonia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Estonia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","64.9","u"
"2019","Estonia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Estonia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","82.6",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","82.2",""
"2019","Estonia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","83.0",""
"2019","Estonia","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","82.2",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Owner","Foreign country","Males","18 years or over","81.8",""
"2019","Estonia","Percentage","Owner","Foreign country","Females","18 years or over","82.1",""
"2019","Estonia","Percentage","Owner","Reporting country","Males","18 years or over","79.5",""
"2019","Estonia","Percentage","Owner","Reporting country","Females","18 years or over","82.2",""
"2019","Estonia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","30.4","u"
"2019","Estonia","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Estonia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","35.1","u"
"2019","Estonia","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Estonia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","17.4",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","17.8",""
"2019","Estonia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","17.0",""
"2019","Estonia","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","17.8",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Estonia","Percentage","Tenant","Foreign country","Males","18 years or over","18.2",""
"2019","Estonia","Percentage","Tenant","Foreign country","Females","18 years or over","17.9",""
"2019","Estonia","Percentage","Tenant","Reporting country","Males","18 years or over","20.5",""
"2019","Estonia","Percentage","Tenant","Reporting country","Females","18 years or over","17.8",""
"2019","Ireland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","17.4",""
"2019","Ireland","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","18.5",""
"2019","Ireland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","31.4",""
"2019","Ireland","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","28.8",""
"2019","Ireland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","48.1",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","44.4",""
"2019","Ireland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","18.4",""
"2019","Ireland","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","24.6",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Owner","Foreign country","Males","18 years or over","28.9",""
"2019","Ireland","Percentage","Owner","Foreign country","Females","18 years or over","28.0",""
"2019","Ireland","Percentage","Owner","Reporting country","Males","18 years or over","78.7",""
"2019","Ireland","Percentage","Owner","Reporting country","Females","18 years or over","76.7",""
"2019","Ireland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","82.6",""
"2019","Ireland","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","81.5",""
"2019","Ireland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","68.6",""
"2019","Ireland","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","71.2",""
"2019","Ireland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","51.9",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","55.6",""
"2019","Ireland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","81.6",""
"2019","Ireland","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","75.4",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Ireland","Percentage","Tenant","Foreign country","Males","18 years or over","71.1",""
"2019","Ireland","Percentage","Tenant","Foreign country","Females","18 years or over","72.0",""
"2019","Ireland","Percentage","Tenant","Reporting country","Males","18 years or over","21.3",""
"2019","Ireland","Percentage","Tenant","Reporting country","Females","18 years or over","23.3",""
"2019","Greece","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","34.1","u"
"2019","Greece","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","40.9",""
"2019","Greece","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","41.2",""
"2019","Greece","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","43.4",""
"2019","Greece","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","27.8",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","38.9",""
"2019","Greece","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","27.0",""
"2019","Greece","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","38.1",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Owner","Foreign country","Males","18 years or over","28.3",""
"2019","Greece","Percentage","Owner","Foreign country","Females","18 years or over","39.3",""
"2019","Greece","Percentage","Owner","Reporting country","Males","18 years or over","80.2",""
"2019","Greece","Percentage","Owner","Reporting country","Females","18 years or over","79.7",""
"2019","Greece","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","65.9","u"
"2019","Greece","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","59.1",""
"2019","Greece","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","58.8",""
"2019","Greece","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","56.6",""
"2019","Greece","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","72.2",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","61.1",""
"2019","Greece","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","73.0",""
"2019","Greece","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","61.9",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Greece","Percentage","Tenant","Foreign country","Males","18 years or over","71.7",""
"2019","Greece","Percentage","Tenant","Foreign country","Females","18 years or over","60.7",""
"2019","Greece","Percentage","Tenant","Reporting country","Males","18 years or over","19.8",""
"2019","Greece","Percentage","Tenant","Reporting country","Females","18 years or over","20.3",""
"2019","Spain","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","25.9",""
"2019","Spain","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","34.8",""
"2019","Spain","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","33.0",""
"2019","Spain","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","38.1",""
"2019","Spain","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","19.9",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","26.6",""
"2019","Spain","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","16.2",""
"2019","Spain","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","24.9",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Owner","Foreign country","Males","18 years or over","21.6",""
"2019","Spain","Percentage","Owner","Foreign country","Females","18 years or over","29.0",""
"2019","Spain","Percentage","Owner","Reporting country","Males","18 years or over","82.1",""
"2019","Spain","Percentage","Owner","Reporting country","Females","18 years or over","83.0",""
"2019","Spain","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","74.1",""
"2019","Spain","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","65.2",""
"2019","Spain","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","67.0",""
"2019","Spain","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","61.9",""
"2019","Spain","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","80.1",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","73.4",""
"2019","Spain","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","83.8",""
"2019","Spain","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","75.1",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","Spain","Percentage","Tenant","Foreign country","Males","18 years or over","78.4",""
"2019","Spain","Percentage","Tenant","Foreign country","Females","18 years or over","71.0",""
"2019","Spain","Percentage","Tenant","Reporting country","Males","18 years or over","17.9",""
"2019","Spain","Percentage","Tenant","Reporting country","Females","18 years or over","17.0",""
"2019","France","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over","41.8",""
"2019","France","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over","47.6",""
"2019","France","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over","46.1",""
"2019","France","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over","49.1",""
"2019","France","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","20.7",""
"2019","France","Percentage","Owner","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","30.0",""
"2019","France","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","16.8",""
"2019","France","Percentage","Owner","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","28.2",""
"2019","France","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Owner","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Owner","Foreign country","Males","18 years or over","28.6",""
"2019","France","Percentage","Owner","Foreign country","Females","18 years or over","35.7",""
"2019","France","Percentage","Owner","Reporting country","Males","18 years or over","68.4",""
"2019","France","Percentage","Owner","Reporting country","Females","18 years or over","65.9",""
"2019","France","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Males","18 years or over","58.2",""
"2019","France","Percentage","Tenant","EU27 countries (from 2020) except reporting country","Females","18 years or over","52.4",""
"2019","France","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Males","18 years or over","53.9",""
"2019","France","Percentage","Tenant","EU28 countries (2013-2020) except reporting country","Females","18 years or over","50.9",""
"2019","France","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Tenant","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Males","18 years or over","79.3",""
"2019","France","Percentage","Tenant","Non-EU27 countries (from 2020) nor reporting country","Females","18 years or over","70.0",""
"2019","France","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Males","18 years or over","83.2",""
"2019","France","Percentage","Tenant","Non-EU28 countries (2013-2020) nor reporting country","Females","18 years or over","71.8",""
"2019","France","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Males","18 years or over",":",""
"2019","France","Percentage","Tenant","Non-EU27 countries (2007-2013) nor reporting country","Females","18 years or over",":",""
"2019","France","Percentage","Tenant","Foreign country","Males","18 years or over","71.4",""
"2019","France","Percentage","Tenant","Foreign country","Females","18 years or over","64.3",""
"2019","France","Percentage","Tenant","Reporting country","Males","18 years or over","31.6",""
"2019","France","Percentage","Tenant","Reporting country","Females","18 years or over","34.1",""
"2019","Croatia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Males","18 years or over",":","u"
"2019","Croatia","Percentage","Owner","EU27 countries (from 2020) except reporting country","Females","18 years or over",":","u"
"2019","Croatia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Males","18 years or over",":","u"
"2019","Croatia","Percentage","Owner","EU28 countries (2013-2020) except reporting country","Females","18 years or over",":","u"
"2019","Croatia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Males","18 years or over",":",""
"2019","Croatia","Percentage","Owner","EU27 countries (2007-2013) except reporting country","Females","18 years or over",":",""
